"Dirección","Tipo de contenido","Código de respuesta","Respuesta","Longitud del título 1","Longitud de la meta description 1","Longitud de H1-1","Longitud de H1-2","Longitud de H2-1","Longitud de H2-2","Recuento de palabras","Número de oraciones","Media de palabras por oración","Puntuación de facilidad de lectura de Flesch","Lectura","Nivel de profundidad","Enlaces internos","Coincidencia de similitud más cercana","Tiempo de respuesta"
"https://madridsecreto.co/25-cosas-que-hay-en-gran-via/","text/html; charset=UTF-8","200","OK","72","153","55","0","0","0","704","128","5,500","70,507","Bastante fácil","4","5","","0,595"
"https://madridsecreto.co/25-de-julio-festivo-madrid/","text/html; charset=UTF-8","200","OK","85","120","85","0","43","0","548","67","8,179","53,108","Bastante difícil","12","4","","0,362"
"https://madridsecreto.co/25-modas-que-nunca-debieron-ni-deberian-existir/","text/html; charset=UTF-8","200","OK","72","147","55","0","0","0","873","153","5,706","55,198","Bastante difícil","4","4","","0,516"
"https://madridsecreto.co/25-series-que-marcaron-nuestra-infancia/","text/html; charset=UTF-8","200","OK","72","154","55","0","0","0","901","154","5,851","60,523","Normal","5","4","","0,541"
"https://madridsecreto.co/250-000-madrilenos-cobraran-la-renta-basica-del-ingreso-minimo-vital/","text/html; charset=UTF-8","200","OK","85","152","68","0","0","0","353","52","6,788","52,314","Bastante difícil","12","4","","0,367"
"https://madridsecreto.co/25n-manifestaciones-madrid/","text/html; charset=UTF-8","200","OK","68","151","51","0","49","24","725","129","5,620","51,768","Bastante difícil","6","4","","0,514"
"https://madridsecreto.co/3-motivos-los-no-podeis-perderos-la-exposicion-bosco/","text/html; charset=UTF-8","200","OK","83","153","66","0","0","0","677","92","7,359","54,284","Bastante difícil","6","4","","0,435"
"https://madridsecreto.co/3-razones-apuntarte-carrera-benefica-la-rosi/","text/html; charset=UTF-8","200","OK","71","154","54","0","0","0","563","67","8,403","60,662","Normal","9","6","","0,378"
"https://madridsecreto.co/3053/","text/html; charset=UTF-8","200","OK","51","151","34","0","0","0","346","46","7,522","55,674","Bastante difícil","5","4","","0,441"
"https://madridsecreto.co/32-lineas-bus-reforzadas-ir-al-centro-navidad/","text/html; charset=UTF-8","200","OK","73","149","56","0","0","0","328","42","7,810","79,488","Bastante fácil","7","5","","0,056"
"https://madridsecreto.co/33-el-musical-en-casa/","text/html; charset=UTF-8","200","OK","73","148","56","0","0","0","412","57","7,228","66,233","Normal","5","4","","0,436"
"https://madridsecreto.co/33-estaciones-metro-tendran-los-tornos-siempre-abiertos/","text/html; charset=UTF-8","200","OK","75","151","58","0","0","0","469","79","5,937","57,224","Bastante difícil","8","5","","0,421"
"https://madridsecreto.co/35-razones-las-la-plaza-del-dos-mayo-mejor-plan-madrid/","text/html; charset=UTF-8","200","OK","91","152","74","0","0","0","663","118","5,619","78,634","Bastante fácil","4","10","","0,417"
"https://madridsecreto.co/3663/","text/html; charset=UTF-8","200","OK","84","148","67","6","0","0","269","79","3,405","72,862","Bastante fácil","8","4","","0,404"
"https://madridsecreto.co/4-formas-de-resucitar-tu-domingo/","text/html; charset=UTF-8","200","OK","109","147","92","0","0","0","548","79","6,937","66,719","Normal","8","6","","0,421"
"https://madridsecreto.co/4-locales-ruta-del-helado/","text/html; charset=UTF-8","200","OK","67","153","50","0","0","0","789","111","7,108","49,292","Difícil","12","6","","0,538"
"https://madridsecreto.co/4-planes-bbva/","text/html; charset=UTF-8","200","OK","76","127","59","0","0","0","742","100","7,420","57,924","Bastante difícil","5","6","","0,496"
"https://madridsecreto.co/4-restaurantes-donde-cocina-gallega-e-innovacion-se-dan-la-mano/","text/html; charset=UTF-8","200","OK","86","145","69","0","0","0","558","72","7,750","59,182","Bastante difícil","8","4","","0,643"
"https://madridsecreto.co/4289/","text/html; charset=UTF-8","200","OK","79","151","62","0","0","0","488","71","6,873","67,411","Normal","4","4","","0,569"
"https://madridsecreto.co/48-horas-los-madrilenos-podran-visitar-mas-100-edificios-privados/","text/html; charset=UTF-8","200","OK","93","149","76","0","0","0","339","42","8,071","61,635","Normal","8","6","","0,528"
"https://madridsecreto.co/4932/","text/html; charset=UTF-8","200","OK","84","156","67","0","0","0","490","60","8,167","61,287","Normal","5","4","","0,464"
"https://madridsecreto.co/4every1-festival/","text/html; charset=UTF-8","200","OK","79","156","62","0","0","0","465","72","6,458","65,648","Normal","5","4","","0,434"
"https://madridsecreto.co/4th-of-july-festival/","text/html; charset=UTF-8","200","OK","64","149","64","0","0","0","424","61","6,951","57,915","Bastante difícil","14","6","","0,611"
"https://madridsecreto.co/5-barras-las-comer-madrid-rey-sin-sentarte-la-mesa/","text/html; charset=UTF-8","200","OK","87","146","70","0","0","0","691","91","7,593","59,311","Bastante difícil","8","4","","0,417"
"https://madridsecreto.co/5-conciertos-en-septiembre-y-octubre/","text/html; charset=UTF-8","200","OK","68","154","51","0","0","0","502","79","6,354","61,688","Normal","5","4","","0,399"
"https://madridsecreto.co/5-cosas-inesperadas-solo-podras-vivir-en-estas-cenas-clandestinas/","text/html; charset=UTF-8","200","OK","86","150","69","0","0","0","762","98","7,776","58,720","Bastante difícil","8","6","","0,432"
"https://madridsecreto.co/5-cosas-madrid-acabe-ano/","text/html; charset=UTF-8","200","OK","70","150","53","0","0","0","922","103","8,951","64,977","Normal","9","4","","0,655"
"https://madridsecreto.co/5-cosas-madrid-dan-miedo-no-salen-cuarto-milenio/","text/html; charset=UTF-8","200","OK","79","152","62","0","0","0","728","92","7,913","67,371","Normal","6","4","","0,445"
"https://madridsecreto.co/5-cosas-podras-madrid-solo-agosto/","text/html; charset=UTF-8","200","OK","66","152","49","0","0","0","601","83","7,241","64,069","Normal","6","4","","0,410"
"https://madridsecreto.co/5-cosas-que-haces-que-tu-madre-nunca-sabra/","text/html; charset=UTF-8","200","OK","59","146","42","0","0","0","624","90","6,933","66,661","Normal","3","4","","0,662"
"https://madridsecreto.co/5-edificios-espectaculares-madrid-fueron-destruidos/","text/html; charset=UTF-8","200","OK","75","153","58","0","0","0","1076","127","8,472","55,846","Bastante difícil","4","6","","0,545"
"https://madridsecreto.co/5-experiencias-solo-podras-vivir-madrid/","text/html; charset=UTF-8","200","OK","63","154","46","0","0","0","648","87","7,448","63,889","Normal","12","4","","0,407"
"https://madridsecreto.co/5-imprescindibles-del-barrio-de-malasana/","text/html; charset=UTF-8","200","OK","57","154","40","0","0","0","231","38","6,079","54,904","Bastante difícil","16","5","","0,582"
"https://madridsecreto.co/5-librerias-de-madrid-por-descubrir/","text/html; charset=UTF-8","200","OK","52","132","35","0","0","0","163","29","5,621","59,957","Bastante difícil","20","4","","0,594"
"https://madridsecreto.co/5-libros-5-lugares-de-madrid-begona-martin-lara/","text/html; charset=UTF-8","200","OK","69","150","52","0","0","0","942","105","8,971","56,190","Bastante difícil","9","6","","0,503"
"https://madridsecreto.co/5-lugares-de-madrid-que-enamorarian-a-paquita-salas/","text/html; charset=UTF-8","200","OK","68","148","51","0","0","0","878","107","8,206","60,525","Normal","7","5","","1,644"
"https://madridsecreto.co/5-lugares-madrid-sobrevivieron-la-movida/","text/html; charset=UTF-8","200","OK","66","153","49","0","0","0","795","96","8,281","60,516","Normal","4","5","","0,434"
"https://madridsecreto.co/5-maneras-empezar-vivir-las-fallas-desde-madrid/","text/html; charset=UTF-8","200","OK","71","154","54","0","0","0","739","95","7,779","56,299","Bastante difícil","10","4","","0,530"
"https://madridsecreto.co/5-menus-del-dia-sustituiran-la-comida-madre/","text/html; charset=UTF-8","200","OK","72","151","55","0","0","0","593","78","7,603","65,299","Normal","7","6","","0,561"
"https://madridsecreto.co/5-musicales-los-salir-bailando-del-teatro/","text/html; charset=UTF-8","200","OK","76","145","59","0","0","0","736","99","7,434","64,343","Normal","21","4","","0,488"
"https://madridsecreto.co/5-obras-teatro-hechas-millennials/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","9","1","","0,212"
"https://madridsecreto.co/5-peliculas-tienes-ver-acabe-verano/","text/html; charset=UTF-8","200","OK","76","153","59","0","0","0","522","76","6,868","59,512","Bastante difícil","14","4","","0,521"
"https://madridsecreto.co/5-planes-darlo-carnaval-madrid/","text/html; charset=UTF-8","200","OK","66","149","49","0","0","0","691","89","7,764","65,015","Normal","11","4","","0,553"
"https://madridsecreto.co/5-planes-disfrutar-del-buen-tiempo-madrid/","text/html; charset=UTF-8","200","OK","66","148","49","0","0","0","849","105","8,086","61,116","Normal","10","4","","0,544"
"https://madridsecreto.co/5-planes-madrid-la-vuelta-la-rutina-sea-menos-dura/","text/html; charset=UTF-8","200","OK","81","150","64","0","0","0","568","74","7,676","57,846","Bastante difícil","7","6","","0,370"
"https://madridsecreto.co/5-planes-menos-20e-exprimir-este-finde/","text/html; charset=UTF-8","200","OK","67","151","50","0","0","0","556","74","7,514","56,180","Bastante difícil","6","6","","0,439"
"https://madridsecreto.co/5-playas-y-piscinas-naturales-donde-banarse-en-madrid/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","31","1","","0,136"
"https://madridsecreto.co/5-propuestas-gastronomicas/","text/html; charset=UTF-8","200","OK","63","131","46","0","48","35","727","102","7,127","52,045","Bastante difícil","6","6","","0,595"
"https://madridsecreto.co/5-puentes-descubrir-madrid/","text/html; charset=UTF-8","200","OK","59","154","42","0","0","0","928","133","6,977","60,819","Normal","4","5","","0,496"
"https://madridsecreto.co/5-razones-las-apuntarte-la-rochas-moustache-run/","text/html; charset=UTF-8","200","OK","74","153","57","0","0","0","611","79","7,734","56,923","Bastante difícil","9","6","","0,476"
"https://madridsecreto.co/5-razones-las-no-te-puedes-perder-del-mulafest-2018/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","10","1","","0,127"
"https://madridsecreto.co/5-razones-las-salir-comer-siempre-una-buena-opcion/","text/html; charset=UTF-8","200","OK","86","151","69","0","0","0","367","59","6,220","67,513","Normal","15","4","","0,605"
"https://madridsecreto.co/5-razones-peso-las-no-perderse-madrid-photo-fest-2018/","text/html; charset=UTF-8","200","OK","69","147","52","0","0","0","586","77","7,610","53,154","Bastante difícil","10","4","","0,589"
"https://madridsecreto.co/5-restaurantes-celebrar-la-cena-empresa-segun-profesion/","text/html; charset=UTF-8","200","OK","83","154","66","0","0","0","849","108","7,861","63,337","Normal","8","5","","0,538"
"https://madridsecreto.co/5-restaurantes-diminutos-sabores-enormes/","text/html; charset=UTF-8","200","OK","61","147","44","0","0","0","664","97","6,845","55,914","Bastante difícil","13","4","","0,491"
"https://madridsecreto.co/5-restaurantes-fusion-los-no-arruinarte/","text/html; charset=UTF-8","200","OK","64","148","47","0","0","0","971","121","8,025","53,014","Bastante difícil","4","7","","0,524"
"https://madridsecreto.co/50-cosas-que-hacer-en-madrid-al-menos-una-vez-en-la-vida-2/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","6","0","","0,172"
"https://madridsecreto.co/50-cosas-que-hacer-en-madrid-al-menos-una-vez-en-la-vida/","text/html; charset=UTF-8","301","Moved Permanently","0","0","0","0","0","0","0","","","","","4","4","","0,051"
"https://madridsecreto.co/50-cosas-que-hacer-en-madrid/","text/html; charset=UTF-8","200","OK","56","132","56","0","31","24","2200","304","7,237","64,130","Normal","4","16","","0,094"
"https://madridsecreto.co/5169/","text/html; charset=UTF-8","200","OK","86","156","69","0","0","0","360","45","8,000","62,650","Normal","5","4","","0,560"
"https://madridsecreto.co/5505-2/","text/html; charset=UTF-8","200","OK","76","152","59","0","0","0","377","48","7,854","60,631","Normal","6","6","","0,539"
"https://madridsecreto.co/6-cines-con-encanto-en-madrid/","text/html; charset=UTF-8","200","OK","46","150","29","0","0","0","551","85","6,482","66,216","Normal","4","4","","0,576"
"https://madridsecreto.co/6-formas-de-relajarte-en-madrid/","text/html; charset=UTF-8","200","OK","48","147","31","0","0","0","605","104","5,817","67,528","Normal","4","4","","0,408"
"https://madridsecreto.co/6-peliculas-de-terror-para-este-halloween/","text/html; charset=UTF-8","200","OK","58","148","41","0","0","0","550","77","7,143","55,457","Bastante difícil","22","4","","0,563"
"https://madridsecreto.co/6-planes-healthys-madrid/","text/html; charset=UTF-8","200","OK","44","148","27","0","0","0","776","117","6,632","55,215","Bastante difícil","16","6","","0,401"
"https://madridsecreto.co/6-planes-madrid-los-ademas-ahorraras-dinero/","text/html; charset=UTF-8","200","OK","73","153","56","0","0","0","503","65","7,738","62,578","Normal","14","4","","0,500"
"https://madridsecreto.co/6-razones-las-aprender-ingles-mejor-proposito-este-2019/","text/html; charset=UTF-8","200","OK","91","150","74","0","0","0","778","100","7,780","55,836","Bastante difícil","9","6","","0,531"
